10	10	1020	243	227
20725000	14250000
0	0	0	100	50	45	1	1	1
0	50	0	100	100	45	1	1	1
0	100	0	100	150	45	1	1	1
0	150	0	100	200	45	1	1	1
0	228	0	100	243	50	7	2	2
0	228	50	100	243	100	7	2	2
0	228	100	100	243	150	7	2	2
0	228	150	100	243	200	7	2	2
100	228	0	200	243	50	7	2	2
100	228	50	200	243	100	7	2	2
100	228	100	200	243	150	7	2	2
100	228	150	200	243	200	7	2	2
200	228	0	300	243	50	7	2	2
200	228	50	300	243	100	7	2	2
200	228	100	300	243	150	7	2	2
200	228	150	300	243	200	7	2	2
0	208	0	110	218	50	8	3	3
0	208	50	110	218	100	8	3	3
0	208	100	110	218	150	8	3	3
0	208	150	110	218	200	8	3	3
0	218	0	110	228	50	8	3	3
0	218	50	110	228	100	8	3	3
0	218	100	110	228	150	8	3	3
0	218	150	110	228	200	8	3	3
100	0	0	150	90	20	6	4	4
100	0	20	150	90	40	6	4	4
100	0	40	150	90	60	6	4	4
100	0	60	150	90	80	6	4	4
100	0	80	150	90	100	6	4	4
100	90	0	150	180	20	6	4	4
100	90	20	150	180	40	6	4	4
100	90	40	150	180	60	6	4	4
100	90	60	150	180	80	6	4	4
100	90	80	150	180	100	6	4	4
100	0	100	150	30	150	9	5	5
100	0	150	150	30	200	9	5	5
100	30	100	150	60	150	9	5	5
100	30	150	150	60	200	9	5	5
100	60	100	150	90	150	9	5	5
100	60	150	150	90	200	9	5	5
100	90	100	150	120	150	9	5	5
100	90	150	150	120	200	9	5	5
100	120	100	150	150	150	9	5	5
100	120	150	150	150	200	9	5	5
100	150	100	150	180	150	9	5	5
100	150	150	150	180	200	9	5	5
100	0	200	150	80	225	5	6	6
100	80	200	150	160	225	5	6	6
100	188	0	210	198	50	8	7	7
100	188	50	210	198	100	8	7	7
100	188	100	210	198	150	8	7	7
100	188	150	210	198	200	8	7	7
100	198	0	210	208	50	8	7	7
100	198	50	210	208	100	8	7	7
100	198	100	210	208	150	8	7	7
100	198	150	210	208	200	8	7	7
110	218	0	220	228	50	8	8	8
110	218	50	220	228	100	8	8	8
110	218	100	220	228	150	8	8	8
110	218	150	220	228	200	8	8	8
150	0	0	220	30	50	4	9	9
150	30	0	220	60	50	4	9	9
150	60	0	220	90	50	4	9	9
150	90	0	220	120	50	4	9	9
150	120	0	220	150	50	4	9	9
150	150	0	220	180	50	4	9	9
150	0	50	200	60	85	3	10	10
150	0	85	200	60	120	3	10	10
150	60	50	200	120	85	3	10	10
150	60	85	200	120	120	3	10	10
150	120	50	200	180	85	3	10	10
150	120	85	200	180	120	3	10	10
150	0	120	200	70	150	4	11	11
150	70	120	200	140	150	4	11	11
200	0	50	220	150	200	0	12	12
210	198	0	360	218	150	0	13	13
210	183	0	310	198	50	7	14	14
210	183	50	310	198	100	7	14	14
210	183	100	310	198	150	7	14	14
220	0	0	250	50	50	9	15	15
220	0	50	250	50	100	9	15	15
220	0	100	250	50	150	9	15	15
220	0	150	250	50	200	9	15	15
220	50	0	250	100	50	9	15	15
220	50	50	250	100	100	9	15	15
220	50	100	250	100	150	9	15	15
220	50	150	250	100	200	9	15	15
220	100	0	250	150	50	9	15	15
220	100	50	250	150	100	9	15	15
220	100	100	250	150	150	9	15	15
220	100	150	250	150	200	9	15	15
220	153	0	270	183	70	4	16	16
270	153	0	320	183	70	4	16	16
320	153	0	370	183	70	4	16	16
370	153	0	420	183	70	4	16	16
420	153	0	470	183	70	4	16	16
470	153	0	520	183	70	4	16	16
520	153	0	570	183	70	4	16	16
570	153	0	620	183	70	4	16	16
620	153	0	670	183	70	4	16	16
670	153	0	720	183	70	4	16	16
720	153	0	770	183	70	4	16	16
770	153	0	820	183	70	4	16	16
820	153	0	870	183	70	4	16	16
870	153	0	920	183	70	4	16	16
920	153	0	970	183	70	4	16	16
970	153	0	1020	183	70	4	16	16
220	158	70	270	183	150	5	17	17
270	158	70	320	183	150	5	17	17
320	158	70	370	183	150	5	17	17
250	0	0	300	60	35	3	18	18
250	60	0	300	120	35	3	18	18
300	0	0	350	60	35	3	18	18
300	60	0	350	120	35	3	18	18
350	0	0	400	60	35	3	18	18
350	60	0	400	120	35	3	18	18
400	0	0	450	60	35	3	18	18
400	60	0	450	120	35	3	18	18
450	0	0	500	60	35	3	18	18
450	60	0	500	120	35	3	18	18
500	0	0	550	60	35	3	18	18
500	60	0	550	120	35	3	18	18
550	0	0	600	60	35	3	18	18
550	60	0	600	120	35	3	18	18
250	133	0	400	153	150	0	19	19
400	133	0	550	153	150	0	19	19
550	133	0	700	153	150	0	19	19
250	0	35	320	30	85	4	20	20
250	30	35	300	75	135	1	21	21
300	30	35	350	75	135	1	21	21
350	30	35	400	75	135	1	21	21
400	30	35	450	75	135	1	21	21
450	30	35	500	75	135	1	21	21
500	30	35	550	75	135	1	21	21
250	75	35	450	115	85	2	22	22
370	153	70	420	183	120	9	23	23
360	193	0	560	243	40	2	24	24
560	193	0	760	243	40	2	24	24
760	193	0	960	243	40	2	24	24
360	193	40	560	243	80	2	25	25
560	193	40	760	243	80	2	25	25
760	193	40	960	243	80	2	25	25
360	203	80	560	243	130	2	26	26
560	203	80	760	243	130	2	26	26
760	203	80	960	243	130	2	26	26
600	0	0	800	50	40	2	27	27
600	0	40	800	50	80	2	27	27
800	0	0	1000	50	40	2	27	27
800	0	40	1000	50	80	2	27	27
600	50	0	800	90	50	2	28	28
