10	10	606	220	227
20725000	18435000
0	0	0	200	50	40	2	1	1	0	0	0
0	0	40	200	50	80	2	1	1	0	0	0
0	0	80	200	50	120	2	1	1	0	0	0
0	0	120	200	50	160	2	1	1	0	0	0
0	0	160	200	50	200	2	1	1	0	0	0
200	0	0	400	50	40	2	1	1	0	0	0
200	0	40	400	50	80	2	1	1	0	0	0
200	0	80	400	50	120	2	1	1	0	0	0
200	0	120	400	50	160	2	1	1	0	0	0
200	0	160	400	50	200	2	1	1	0	0	0
400	0	0	600	50	40	2	1	1	0	0	0
400	0	40	600	50	80	2	1	1	0	0	0
400	0	80	600	50	120	2	1	1	0	0	0
400	0	120	600	50	160	2	1	1	0	0	0
400	0	160	600	50	200	2	1	1	0	0	0
0	0	200	110	50	210	8	2	2	0	0	0
0	80	0	50	150	30	4	3	3	0	0	0
0	150	0	50	220	30	4	3	3	0	0	0
50	80	0	100	150	30	4	3	3	0	0	0
50	150	0	100	220	30	4	3	3	0	0	0
100	80	0	150	150	30	4	3	3	0	0	0
100	150	0	150	220	30	4	3	3	0	0	0
150	80	0	200	150	30	4	3	3	0	0	0
150	150	0	200	220	30	4	3	3	0	0	0
200	80	0	250	150	30	4	3	3	0	0	0
200	150	0	250	220	30	4	3	3	0	0	0
250	80	0	300	150	30	4	3	3	0	0	0
250	150	0	300	220	30	4	3	3	0	0	0
300	80	0	350	150	30	4	3	3	0	0	0
300	150	0	350	220	30	4	3	3	0	0	0
350	80	0	400	150	30	4	3	3	0	0	0
350	150	0	400	220	30	4	3	3	0	0	0
400	80	0	450	150	30	4	3	3	0	0	0
400	150	0	450	220	30	4	3	3	0	0	0
450	80	0	500	150	30	4	3	3	0	0	0
450	150	0	500	220	30	4	3	3	0	0	0
500	80	0	550	150	30	4	3	3	0	0	0
500	150	0	550	220	30	4	3	3	0	0	0
550	80	0	600	150	30	4	3	3	0	0	0
550	150	0	600	220	30	4	3	3	0	0	0
0	170	30	50	220	60	9	4	4	0	0	0
0	170	60	50	220	90	9	4	4	0	0	0
50	170	30	100	220	60	9	4	4	0	0	0
50	170	60	100	220	90	9	4	4	0	0	0
100	170	30	150	220	60	9	4	4	0	0	0
100	170	60	150	220	90	9	4	4	0	0	0
150	170	30	200	220	60	9	4	4	0	0	0
150	170	60	200	220	90	9	4	4	0	0	0
200	170	30	250	220	60	9	4	4	0	0	0
200	170	60	250	220	90	9	4	4	0	0	0
250	170	30	300	220	60	9	4	4	0	0	0
250	170	60	300	220	90	9	4	4	0	0	0
300	170	30	350	220	60	9	4	4	0	0	0
300	170	60	350	220	90	9	4	4	0	0	0
350	170	30	400	220	60	9	4	4	0	0	0
350	170	60	400	220	90	9	4	4	0	0	0
400	170	30	450	220	60	9	4	4	0	0	0
400	170	60	450	220	90	9	4	4	0	0	0
450	170	30	500	220	60	9	4	4	0	0	0
450	170	60	500	220	90	9	4	4	0	0	0
500	170	30	550	220	60	9	4	4	0	0	0
500	170	60	550	220	90	9	4	4	0	0	0
550	170	30	600	220	60	9	4	4	0	0	0
550	170	60	600	220	90	9	4	4	0	0	0
0	150	30	150	170	180	0	5	5	0	0	0
150	150	30	300	170	180	0	5	5	0	0	0
300	150	30	450	170	180	0	5	5	0	0	0
450	150	30	600	170	180	0	5	5	0	0	0
0	175	90	50	220	190	1	6	6	0	0	0
50	175	90	100	220	190	1	6	6	0	0	0
100	175	90	150	220	190	1	6	6	0	0	0
150	175	90	200	220	190	1	6	6	0	0	0
200	175	90	250	220	190	1	6	6	0	0	0
250	175	90	300	220	190	1	6	6	0	0	0
300	175	90	350	220	190	1	6	6	0	0	0
350	175	90	400	220	190	1	6	6	0	0	0
400	175	90	450	220	190	1	6	6	0	0	0
450	175	90	500	220	190	1	6	6	0	0	0
110	0	200	220	50	210	8	7	7	0	0	0
220	0	200	330	50	210	8	7	7	0	0	0
330	0	200	440	50	210	8	7	7	0	0	0
440	0	200	550	50	210	8	7	7	0	0	0
0	50	0	100	65	50	7	8	8	0	0	0
0	65	0	100	80	50	7	8	8	0	0	0
100	50	0	200	65	50	7	8	8	0	0	0
100	65	0	200	80	50	7	8	8	0	0	0
200	50	0	300	65	50	7	8	8	0	0	0
200	65	0	300	80	50	7	8	8	0	0	0
300	50	0	400	65	50	7	8	8	0	0	0
300	65	0	400	80	50	7	8	8	0	0	0
400	50	0	500	65	50	7	8	8	0	0	0
400	65	0	500	80	50	7	8	8	0	0	0
500	50	0	600	65	50	7	8	8	0	0	0
500	65	0	600	80	50	7	8	8	0	0	0
0	50	50	110	60	100	8	9	9	0	0	0
0	50	100	110	60	150	8	9	9	0	0	0
0	50	150	110	60	200	8	9	9	0	0	0
110	50	50	220	60	100	8	9	9	0	0	0
110	50	100	220	60	150	8	9	9	0	0	0
110	50	150	220	60	200	8	9	9	0	0	0
220	50	50	330	60	100	8	9	9	0	0	0
220	50	100	330	60	150	8	9	9	0	0	0
220	50	150	330	60	200	8	9	9	0	0	0
330	50	50	440	60	100	8	9	9	0	0	0
330	50	100	440	60	150	8	9	9	0	0	0
330	50	150	440	60	200	8	9	9	0	0	0
440	50	50	550	60	100	8	9	9	0	0	0
440	50	100	550	60	150	8	9	9	0	0	0
440	50	150	550	60	200	8	9	9	0	0	0
0	60	50	150	80	200	0	10	10	0	0	0
0	90	30	90	110	80	6	11	11	0	0	0
0	110	30	90	130	80	6	11	11	0	0	0
0	130	30	90	150	80	6	11	11	0	0	0
90	90	30	180	110	80	6	11	11	0	0	0
90	110	30	180	130	80	6	11	11	0	0	0
90	130	30	180	150	80	6	11	11	0	0	0
180	90	30	270	110	80	6	11	11	0	0	0
180	110	30	270	130	80	6	11	11	0	0	0
180	130	30	270	150	80	6	11	11	0	0	0
0	90	80	50	150	115	3	12	12	0	0	0
50	90	80	100	150	115	3	12	12	0	0	0
100	90	80	150	150	115	3	12	12	0	0	0
150	90	80	200	150	115	3	12	12	0	0	0
200	90	80	250	150	115	3	12	12	0	0	0
0	100	115	60	150	150	3	13	13	0	0	0
60	100	115	120	150	150	3	13	13	0	0	0
120	100	115	180	150	150	3	13	13	0	0	0
180	100	115	240	150	150	3	13	13	0	0	0
0	100	150	80	150	175	5	14	14	0	0	0
80	100	150	160	150	175	5	14	14	0	0	0
160	100	150	240	150	175	5	14	14	0	0	0
150	60	50	250	75	100	7	15	15	0	0	0
150	60	100	250	75	150	7	15	15	0	0	0
150	60	150	250	75	200	7	15	15	0	0	0
250	100	80	270	150	170	6	16	16	0	0	0
270	100	30	330	150	65	3	17	17	0	0	0
270	100	65	330	150	100	3	17	17	0	0	0
330	100	30	390	150	65	3	17	17	0	0	0
330	100	65	390	150	100	3	17	17	0	0	0
390	100	30	450	150	65	3	17	17	0	0	0
390	100	65	450	150	100	3	17	17	0	0	0
450	100	30	510	150	65	3	17	17	0	0	0
450	100	65	510	150	100	3	17	17	0	0	0
510	100	30	570	150	65	3	17	17	0	0	0
510	100	65	570	150	100	3	17	17	0	0	0
270	100	100	340	150	130	4	18	18	0	0	0
340	100	100	420	150	125	5	19	19	0	0	0
420	100	100	500	150	125	5	20	20	0	0	0
500	170	90	560	220	125	3	21	21	0	0	0
500	170	125	550	220	155	9	22	22	0	0	0
10	1

606	220	227

0	20	1	150	1	150	1	5	10000	3	4	16	0	0	Table

1	50	0	100	1	45	1	10	10000	4000000	0	0	0	0	Tv

2	50	1	200	0	40	1	15	10000	0	4000000	5	0	0	Bed

3	50	0	60	0	35	1	20	10000	4000000	4000000	5	0	0	Chair

4	50	1	70	1	30	1	25	10000	4000000	4000000	4000000	0	0	Item 4

5	50	1	80	1	25	1	5	10000	4000000	4000000	4000000	0	0	Item 5

6	50	1	90	1	20	1	10	10000	4000000	4000000	4000000	0	0	Item 6

7	50	1	100	1	15	1	15	10000	4000000	4000000	4000000	0	0	Item 7

8	50	1	110	1	10	1	20	10000	4000000	4000000	4000000	0	0	Item 8

9	50	1	30	1	50	1	25	10000	4000000	4000000	4000000	0	0	Item 9

